-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,160,160
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,127
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,156,157
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,156,157
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,186,187
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,216,217
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246,247
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,276,277
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,306,307
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,336,337
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
