-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,0,1,0,1,0,1,-1,-1,-1,-1,-1,-1
30,31,30,31,30,31,30,31,-1,-1,-1,-1,-1,-1
0,1,0,1,0,1,0,1,-1,-1,-1,-1,-1,-1
30,31,30,31,30,31,30,31,-1,-1,-1,-1,-1,-1
0,1,0,1,0,1,0,1,2,3,2,3,2,3
30,31,30,31,30,31,30,31,32,33,32,33,32,33
0,1,0,1,0,1,0,1,2,3,2,3,2,3
30,31,30,31,30,31,30,31,32,33,32,33,32,33
0,1,0,1,0,1,0,1,2,3,2,3,2,3
30,31,30,31,30,31,30,31,32,33,32,33,32,33
